Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,Tissue,Library Name,geo_loc_name_country,geo_loc_name_country_continent,BioSampleModel,geo_loc_name,Cultivar,AGE,dev_stage,source_name,Biomaterial_provider,GEO_Accession (exp),AssemblyName,alignment_software (exp),individual,batch_of_trees,gene_perturbation_type,drought_treatment,molecule_subtype,type,Collection_Date,lat_lon,BIOME,estimated_size,feature,isol_growth_condt,material,num_replicons,ploidy,propagation,ref_biomaterial,Run_ID (run),nominal_length (run),isolate,env_package,investigation_type,project_name,Strain,ecotype,replicate,Broker_name,developmental_stage,ENA-FIRST-PUBLIC (run),ENA-LAST-UPDATE (run),INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,organism_part,sample_name,SRA_accession,Title,Alias,ena_checklist,organism,Treatment,isolation_source,Host,description,Cell_type,collected_by,sample_type,Genotype,overexpressed_gene,transfection_time,days_after_drought_treatment,genetic_background,plant_strain,symbiotic_status,days_after_bending_treatment,Biological.Replicate,Cell_Line,culture_collection,disease,disease_stage,growth_protocol,height_or_length,phenotype,population,sex,Specimen_voucher,Temp,time_of_contact,transfected_genes,fungal_strain,pt_clone,common_name,ena_first_public,ena_last_update,external_id,Geographic_location,growth_condition,Submitter_Id,accession,lb_strain,gender,innoculant,label
SRR3019978,RNA-Seq,142,3908429246,PRJNA300564,SAMN04336904,2060224582,UNIVERSITY OF BRITISH COLUMBIA,public,"bam,sra","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX1486487,Illumina HiSeq 2500,PAIRED,RANDOM,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2016-01-19T00:00:00Z,YALE27-1_YALE27-2_Rep2_RNA193_2L,SRP067451,first uncurled leaf,YALE27-1_YALE27-2_Rep2_RNA193_2L,Canada,North America,Plant,Canada,Poplar,Not applicable,Not applicable,,PopCan,,assembly,TopHat 2.0.7,YALE27-1_YALE27-2_Rep2_RNA193_2L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3019979,RNA-Seq,141,4551904704,PRJNA300564,SAMN04336905,2335558756,UNIVERSITY OF BRITISH COLUMBIA,public,"bam,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX1486488,Illumina HiSeq 2500,PAIRED,RANDOM,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2016-01-19T00:00:00Z,YALE27-1_YALE27-2_TCol27_TRow9_RNA192,SRP067451,developing xylem,YALE27-1_YALE27-2_TCol27_TRow9_RNA192,Canada,North America,Plant,Canada,Poplar,Not applicable,Not applicable,,PopCan,,assembly,TopHat 2.0.7,YALE27-1_YALE27-2_TCol27_TRow9_RNA192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3019980,RNA-Seq,143,7396825034,PRJNA300564,SAMN04336906,3508662437,UNIVERSITY OF BRITISH COLUMBIA,public,"bam,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX1486489,Illumina HiSeq 2500,PAIRED,RANDOM,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2016-01-19T00:00:00Z,YALE27-1_YALE27-2_TCol48_TRow8_RNA348,SRP067451,developing xylem,YALE27-1_YALE27-2_TCol48_TRow8_RNA348,Canada,North America,Plant,Canada,Poplar,Not applicable,Not applicable,,PopCan,,assembly,TopHat 2.0.7,YALE27-1_YALE27-2_TCol48_TRow8_RNA348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3019981,RNA-Seq,141,6030243733,PRJNA300564,SAMN04336907,2804277673,UNIVERSITY OF BRITISH COLUMBIA,public,"bam,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX1486490,Illumina HiSeq 2500,PAIRED,RANDOM,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2016-01-19T00:00:00Z,YALE27-3_TCol32_TRow26_RNA234,SRP067451,developing xylem,YALE27-3_TCol32_TRow26_RNA234,Canada,North America,Plant,Canada,Poplar,Not applicable,Not applicable,,PopCan,,assembly,TopHat 2.0.7,YALE27-3_TCol32_TRow26_RNA234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3019982,RNA-Seq,141,3019106196,PRJNA300564,SAMN04336908,1480759468,UNIVERSITY OF BRITISH COLUMBIA,public,"sra,bam","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX1486491,Illumina HiSeq 2500,PAIRED,RANDOM,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2016-01-19T00:00:00Z,YALE27-3_TCol49_TRow9_RNA354,SRP067451,developing xylem,YALE27-3_TCol49_TRow9_RNA354,Canada,North America,Plant,Canada,Poplar,Not applicable,Not applicable,,PopCan,,assembly,TopHat 2.0.7,YALE27-3_TCol49_TRow9_RNA354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3019983,RNA-Seq,144,5403891229,PRJNA300564,SAMN04336909,2706385301,UNIVERSITY OF BRITISH COLUMBIA,public,"sra,bam","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX1486492,Illumina HiSeq 2500,PAIRED,RANDOM,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2016-01-19T00:00:00Z,ZYMJ10-5_Rep1_RNA195_1L,SRP067451,first uncurled leaf,ZYMJ10-5_Rep1_RNA195_1L,Canada,North America,Plant,Canada,Poplar,Not applicable,Not applicable,,PopCan,,assembly,TopHat 2.0.7,ZYMJ10-5_Rep1_RNA195_1L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3019984,RNA-Seq,143,4426690411,PRJNA300564,SAMN04336910,2236883908,UNIVERSITY OF BRITISH COLUMBIA,public,"sra,bam","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX1486493,Illumina HiSeq 2500,PAIRED,RANDOM,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2016-01-19T00:00:00Z,ZYMJ10-5_Rep2_RNA195_2L,SRP067451,first uncurled leaf,ZYMJ10-5_Rep2_RNA195_2L,Canada,North America,Plant,Canada,Poplar,Not applicable,Not applicable,,PopCan,,assembly,TopHat 2.0.7,ZYMJ10-5_Rep2_RNA195_2L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3019985,RNA-Seq,142,3775649000,PRJNA300564,SAMN04336911,1952983952,UNIVERSITY OF BRITISH COLUMBIA,public,"bam,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX1486494,Illumina HiSeq 2500,PAIRED,RANDOM,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2016-01-19T00:00:00Z,ZYMJ10-5_TCol53_TRow6_RNA385b,SRP067451,developing xylem,ZYMJ10-5_TCol53_TRow6_RNA385b,Canada,North America,Plant,Canada,Poplar,Not applicable,Not applicable,,PopCan,,assembly,TopHat 2.0.7,ZYMJ10-5_TCol53_TRow6_RNA385b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3019986,RNA-Seq,140,3999367568,PRJNA300564,SAMN04336912,2371522262,UNIVERSITY OF BRITISH COLUMBIA,public,"bam,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX1486495,Illumina HiSeq 2500,PAIRED,RANDOM,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2016-01-19T00:00:00Z,ZYMJ10-5_TCol54_TRow3_RNA392,SRP067451,developing xylem,ZYMJ10-5_TCol54_TRow3_RNA392,Canada,North America,Plant,Canada,Poplar,Not applicable,Not applicable,,PopCan,,assembly,TopHat 2.0.7,ZYMJ10-5_TCol54_TRow3_RNA392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1030352,RNA-Seq,180,11779637400,PRJNA227790,SAMN02402848,6799779746,BEIJING FORESTRY UNIVERSITY,public,"sra,fastq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX377987,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2015-07-22T00:00:00Z,P. trchocarpa under well-watered condition,SRP033028,,Control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Control Sample
SRR8585539,RNA-Seq,300,9728964300,PRJNA522886,SAMN10959524,3795530572,BEIJING FORESTRY UNIVERSITY,public,"sra,fastq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX5386089,Illumina HiSeq 2000,PAIRED,unspecified,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2020-03-15T00:00:00Z,Populus trichocarpa heat stress,SRP186110,leaf,HJL6,China,Asia,Plant,China,,1 year,,,,,,,,,,,,,,,,,,,,,,,,,,ptri41,,,,,,,,,,,,,,,,,,,,,,,heat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8585540,RNA-Seq,300,9867198600,PRJNA522886,SAMN10959524,3757198407,BEIJING FORESTRY UNIVERSITY,public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX5386088,Illumina HiSeq 2000,PAIRED,unspecified,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2020-03-15T00:00:00Z,Populus trichocarpa heat stress,SRP186110,leaf,HJL9,China,Asia,Plant,China,,1 year,,,,,,,,,,,,,,,,,,,,,,,,,,ptri41,,,,,,,,,,,,,,,,,,,,,,,heat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8585541,RNA-Seq,300,11603262300,PRJNA522886,SAMN10959523,4416595141,BEIJING FORESTRY UNIVERSITY,public,"fastq,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX5386087,Illumina HiSeq 2000,PAIRED,unspecified,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2020-03-15T00:00:00Z,Populus trichocarpa  control,SRP186110,leaf,HJL13,China,Asia,Plant,China,,1 year,,,,,,,,,,,,,,,,,,,,,,,,,,ptri41,,,,,,,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8585542,RNA-Seq,295,12121957032,PRJNA522886,SAMN10959523,4580564849,BEIJING FORESTRY UNIVERSITY,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX5386086,Illumina HiSeq 2000,PAIRED,unspecified,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2020-03-15T00:00:00Z,Populus trichocarpa  control,SRP186110,leaf,T115,China,Asia,Plant,China,,1 year,,,,,,,,,,,,,,,,,,,,,,,,,,ptri41,,,,,,,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR11445637,RNA-Seq,300,5503461300,PRJNA615765,SAMN14466441,2697133159,RESEARCH INSTITUTE OF SUBTROPICAL FORESTRY,public,"sra,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX8023422,HiSeq X Ten,PAIRED,PolyA,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2020-03-30T00:00:00Z,Ptr_ht,SRP254501,Seedling,Ptr_ht,China,Asia,Plant,China:Hangzhou,,1,vegetative stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nisqually-1,,,,,,,,,,,,,,,,,,heat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR11445638,RNA-Seq,300,6447511800,PRJNA615765,SAMN14466440,3162778726,RESEARCH INSTITUTE OF SUBTROPICAL FORESTRY,public,"fastq,sra","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX8023421,HiSeq X Ten,PAIRED,PolyA,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2020-03-30T00:00:00Z,Ptr_lt,SRP254501,Seedling,Ptr_lt,China,Asia,Plant,China:Hangzhou,,1,vegetative stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nisqually-1,,,,,,,,,,,,,,,,,,cold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR11445639,RNA-Seq,300,5766320100,PRJNA615765,SAMN14466439,2836231506,RESEARCH INSTITUTE OF SUBTROPICAL FORESTRY,public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX8023420,HiSeq X Ten,PAIRED,PolyA,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2020-03-30T00:00:00Z,Ptr_ck,SRP254501,Seedling,Ptr_ck,China,Asia,Plant,China:Hangzhou,,1,vegetative stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nisqually-1,,,,,,,,,,,,,,,,,,control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12822922,RNA-Seq,874,1302298948,PRJNA517295,SAMN10824325,1131507890,FUJIAN AGRICULTURE AND FORESTRY UNIVERSITY,public,"nanopore,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX9290561,MinION,SINGLE,other,TRANSCRIPTOMIC,Populus trichocarpa,OXFORD_NANOPORE,2020-10-22T00:00:00Z,Direct-RNA Seq,SRP182578,Secondary xylem,Direct-RNA Seq rep2 fast5,China,Asia,Plant,China,,6 weeks,,,,,,,,,,,,,,,,,,,,,,,,,,Laboratory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR11701742,RNA-Seq,300,4858512900,PRJNA630668,SAMN14841254,1778318592,NORTHEAST FORESTRY UNIVERSITY,public,"fastq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX8261201,Illumina HiSeq 4000,PAIRED,RANDOM,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2021-06-30T00:00:00Z,OE_161_9_B1,SRP260217,Stem differentiating xylem,OE_161_9_B1,uncalculated,uncalculated,Plant,not collected,,4 months,,,,,,,,,,,,,,,,,,,,,,,,,,"PtrMYB161 overexpression plants\, line 9",,,,,,biological replicate 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR11701743,RNA-Seq,300,5501393400,PRJNA630668,SAMN14841253,2012087315,NORTHEAST FORESTRY UNIVERSITY,public,"fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX8261200,Illumina HiSeq 4000,PAIRED,RANDOM,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2021-06-30T00:00:00Z,OE_161_8_B3,SRP260217,Stem differentiating xylem,OE_161_8_B3,uncalculated,uncalculated,Plant,not collected,,4 months,,,,,,,,,,,,,,,,,,,,,,,,,,"PtrMYB161 overexpression plants\, line 8",,,,,,biological replicate 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR11701744,RNA-Seq,300,5703055800,PRJNA630668,SAMN14841252,2089356898,NORTHEAST FORESTRY UNIVERSITY,public,"sra,fastq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX8261199,Illumina HiSeq 4000,PAIRED,RANDOM,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2021-06-30T00:00:00Z,OE_161_8_B2,SRP260217,Stem differentiating xylem,OE_161_8_B2,uncalculated,uncalculated,Plant,not collected,,4 months,,,,,,,,,,,,,,,,,,,,,,,,,,"PtrMYB161 overexpression plants\, line 8",,,,,,biological replicate 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR11701745,RNA-Seq,300,5643217200,PRJNA630668,SAMN14841251,2063525142,NORTHEAST FORESTRY UNIVERSITY,public,"sra,fastq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX8261198,Illumina HiSeq 4000,PAIRED,RANDOM,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2021-06-30T00:00:00Z,OE_161_8_B1,SRP260217,Stem differentiating xylem,OE_161_8_B1,uncalculated,uncalculated,Plant,not collected,,4 months,,,,,,,,,,,,,,,,,,,,,,,,,,"PtrMYB161 overexpression plants\, line 8",,,,,,biological replicate 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR11701746,RNA-Seq,300,5827621500,PRJNA630668,SAMN14841250,2117475896,NORTHEAST FORESTRY UNIVERSITY,public,"sra,fastq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX8261197,Illumina HiSeq 4000,PAIRED,RANDOM,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2021-06-30T00:00:00Z,OE_161_5_B3,SRP260217,Stem differentiating xylem,OE_161_5_B3,uncalculated,uncalculated,Plant,not collected,,4 months,,,,,,,,,,,,,,,,,,,,,,,,,,"PtrMYB161 overexpression plants\, line 5",,,,,,biological replicate 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR11701747,RNA-Seq,300,5694719700,PRJNA630668,SAMN14841249,2080552555,NORTHEAST FORESTRY UNIVERSITY,public,"fastq,sra","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX8261196,Illumina HiSeq 4000,PAIRED,RANDOM,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2021-06-30T00:00:00Z,OE_161_5_B2,SRP260217,Stem differentiating xylem,OE_161_5_B2,uncalculated,uncalculated,Plant,not collected,,4 months,,,,,,,,,,,,,,,,,,,,,,,,,,"PtrMYB161 overexpression plants\, line 5",,,,,,biological replicate 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR11701748,RNA-Seq,300,5810398800,PRJNA630668,SAMN14841248,2126954222,NORTHEAST FORESTRY UNIVERSITY,public,"sra,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX8261195,Illumina HiSeq 4000,PAIRED,RANDOM,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2021-06-30T00:00:00Z,OE_161_5_B1,SRP260217,Stem differentiating xylem,OE_161_5_B1,uncalculated,uncalculated,Plant,not collected,,4 months,,,,,,,,,,,,,,,,,,,,,,,,,,"PtrMYB161 overexpression plants\, line 5",,,,,,biological replicate 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR11701749,RNA-Seq,300,4936260900,PRJNA630668,SAMN14841247,1811257592,NORTHEAST FORESTRY UNIVERSITY,public,"fastq,sra","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX8261194,Illumina HiSeq 4000,PAIRED,RANDOM,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2021-06-30T00:00:00Z,WT_B3,SRP260217,Stem differentiating xylem,WT_B3,uncalculated,uncalculated,Plant,not collected,,4 months,,,,,,,,,,,,,,,,,,,,,,,,,,wild-type,,,,,,biological replicate 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR11701750,RNA-Seq,300,6744975600,PRJNA630668,SAMN14841256,2464521569,NORTHEAST FORESTRY UNIVERSITY,public,"sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX8261193,Illumina HiSeq 4000,PAIRED,RANDOM,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2021-06-30T00:00:00Z,OE_161_9_B3,SRP260217,Stem differentiating xylem,OE_161_9_B3,uncalculated,uncalculated,Plant,not collected,,4 months,,,,,,,,,,,,,,,,,,,,,,,,,,"PtrMYB161 overexpression plants\, line 9",,,,,,biological replicate 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR11701751,RNA-Seq,300,4970910900,PRJNA630668,SAMN14841255,1812286724,NORTHEAST FORESTRY UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX8261192,Illumina HiSeq 4000,PAIRED,RANDOM,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2021-06-30T00:00:00Z,OE_161_9_B2,SRP260217,Stem differentiating xylem,OE_161_9_B2,uncalculated,uncalculated,Plant,not collected,,4 months,,,,,,,,,,,,,,,,,,,,,,,,,,"PtrMYB161 overexpression plants\, line 9",,,,,,biological replicate 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR11701752,RNA-Seq,300,5222760000,PRJNA630668,SAMN14841246,1900573250,NORTHEAST FORESTRY UNIVERSITY,public,"fastq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX8261191,Illumina HiSeq 4000,PAIRED,RANDOM,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2021-06-30T00:00:00Z,WT_B2,SRP260217,Stem differentiating xylem,WT_B2,uncalculated,uncalculated,Plant,not collected,,4 months,,,,,,,,,,,,,,,,,,,,,,,,,,wild-type,,,,,,biological replicate 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR11701753,RNA-Seq,300,6268763700,PRJNA630668,SAMN14841245,2312176192,NORTHEAST FORESTRY UNIVERSITY,public,"sra,fastq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX8261190,Illumina HiSeq 4000,PAIRED,RANDOM,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2021-06-30T00:00:00Z,WT_B1,SRP260217,Stem differentiating xylem,WT_B1,uncalculated,uncalculated,Plant,not collected,,4 months,,,,,,,,,,,,,,,,,,,,,,,,,,wild-type,,,,,,biological replicate 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12145817,RNA-Seq,100,2163792800,PRJNA644110,SAMN15447757,1422805173,GEO,public,"fastq,sra","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX8666581,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2020-07-06T00:00:00Z,GSM4654181,SRP269999,Stem differentiating xylem,,,,,,,,,Stem differentiating xylem,,GSM4654181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12145818,RNA-Seq,100,2765583600,PRJNA644110,SAMN15447756,1811690273,GEO,public,"sra,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX8666582,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2020-07-06T00:00:00Z,GSM4654182,SRP269999,Stem differentiating xylem,,,,,,,,,Stem differentiating xylem,,GSM4654182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12145819,RNA-Seq,100,2147768800,PRJNA644110,SAMN15447755,1408624051,GEO,public,"fastq,sra","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX8666583,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2020-07-06T00:00:00Z,GSM4654183,SRP269999,Stem differentiating xylem,,,,,,,,,Stem differentiating xylem,,GSM4654183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12145820,RNA-Seq,100,1975398100,PRJNA644110,SAMN15447754,1293942630,GEO,public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX8666584,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2020-07-06T00:00:00Z,GSM4654184,SRP269999,Stem differentiating xylem,,,,,,,,,Stem differentiating xylem,,GSM4654184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12145821,RNA-Seq,100,2193180200,PRJNA644110,SAMN15447753,1435604846,GEO,public,"sra,fastq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX8666585,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2020-07-06T00:00:00Z,GSM4654185,SRP269999,Stem differentiating xylem,,,,,,,,,Stem differentiating xylem,,GSM4654185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12145822,RNA-Seq,100,2066984000,PRJNA644110,SAMN15447752,1351280564,GEO,public,"sra,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX8666586,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2020-07-06T00:00:00Z,GSM4654186,SRP269999,Stem differentiating xylem,,,,,,,,,Stem differentiating xylem,,GSM4654186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12145823,RNA-Seq,100,2766334500,PRJNA644110,SAMN15447751,1825412580,GEO,public,"fastq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX8666587,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2020-07-06T00:00:00Z,GSM4654187,SRP269999,Stem differentiating xylem,,,,,,,,,Stem differentiating xylem,,GSM4654187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7 day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
